grid_latitude,grid_longitude,runoff_value,runoff_coefficient,elevation_m,drainage_density_km_per_km2,total_population,slope
28.587501,77.225,0.4906412674598108,0.3772527877617403,213.0,0.0195433345646585,40384.0,0.00409456293047
28.587501,77.2375,0.5231974154284871,0.3003737932873443,208.0,1.414606188815444,40384.0,0.0037025863480341
28.587501,77.25,0.5321932289381759,0.2791308287397733,204.0,3.324397300825999,29450.0,0.0033535688632393
28.600001,76.875,0.40000001,0.5912955774096351,214.0,0.0,1645532.0,0.0
28.600001,76.8875,0.40000001,0.5912955774096351,214.0,0.0,1645532.0,0.0
28.600001,76.9,0.5046222975459648,0.3442375939564427,214.0,0.0,1645532.0,0.0
28.600001,76.9125,0.5046222975459648,0.3442375939564427,214.0,0.0,1645532.0,0.0
28.600001,76.925,0.5046222975459648,0.3442375939564427,214.0,0.0,1645532.0,0.0
28.600001,76.9375,0.5046222975459648,0.3442375939564427,214.0,0.0,1645532.0,0.0
28.600001,76.95,0.5046222975459648,0.3442375939564427,214.0,0.0,1645532.0,0.0
28.600001,76.9625,0.5046222975459648,0.3442375939564427,214.0,0.0,1645532.0,0.0
